# 4x4x4 cube with L-shaped pieces

param size_cube:=4;
param nb_pieces:=16;
param size_piece:=4;

param piece:= #{1..size_piece, 1..3}
1 1 0   # component 1: (0,0,0)
1 2 0
1 3 0
2 1 0   # component 2: (0,0,1)
2 2 0
2 3 1
3 1 0   # component 3: (0,0,2)
3 2 0
3 3 2
4 1 0   # component 4: (0,1,0)
4 2 1
4 3 0;

param R:=
0 0 0 1 1 1
0 0 0 1 2 0
0 0 0 1 3 0
0 0 0 2 1 0
0 0 0 2 2 1
0 0 0 2 3 0
0 0 0 3 1 0
0 0 0 3 2 0
0 0 0 3 3 1
0 0 1 1 1 0
0 0 1 1 2 -1
0 0 1 1 3 0
0 0 1 2 1 1
0 0 1 2 2 0
0 0 1 2 3 0
0 0 1 3 1 0
0 0 1 3 2 0
0 0 1 3 3 1
0 1 0 1 1 0
0 1 0 1 2 0
0 1 0 1 3 1
0 1 0 2 1 0
0 1 0 2 2 1
0 1 0 2 3 0
0 1 0 3 1 -1
0 1 0 3 2 0
0 1 0 3 3 0
0 1 1 1 1 0
0 1 1 1 2 0
0 1 1 1 3 1
0 1 1 2 1 1
0 1 1 2 2 0
0 1 1 2 3 0
0 1 1 3 1 0
0 1 1 3 2 1
0 1 1 3 3 0
0 2 0 1 1 -1
0 2 0 1 2 0
0 2 0 1 3 0
0 2 0 2 1 0
0 2 0 2 2 1
0 2 0 2 3 0
0 2 0 3 1 0
0 2 0 3 2 0
0 2 0 3 3 -1
0 2 1 1 1 0
0 2 1 1 2 1
0 2 1 1 3 0
0 2 1 2 1 1
0 2 1 2 2 0
0 2 1 2 3 0
0 2 1 3 1 0
0 2 1 3 2 0
0 2 1 3 3 -1
0 3 0 1 1 0
0 3 0 1 2 0
0 3 0 1 3 -1
0 3 0 2 1 0
0 3 0 2 2 1
0 3 0 2 3 0
0 3 0 3 1 1
0 3 0 3 2 0
0 3 0 3 3 0
0 3 1 1 1 0
0 3 1 1 2 0
0 3 1 1 3 -1
0 3 1 2 1 1
0 3 1 2 2 0
0 3 1 2 3 0
0 3 1 3 1 0
0 3 1 3 2 -1
0 3 1 3 3 0
1 0 0 1 1 1
1 0 0 1 2 0
1 0 0 1 3 0
1 0 0 2 1 0
1 0 0 2 2 0
1 0 0 2 3 -1
1 0 0 3 1 0
1 0 0 3 2 1
1 0 0 3 3 0
1 0 1 1 1 0
1 0 1 1 2 -1
1 0 1 1 3 0
1 0 1 2 1 0
1 0 1 2 2 0
1 0 1 2 3 -1
1 0 1 3 1 1
1 0 1 3 2 0
1 0 1 3 3 0
1 1 0 1 1 0
1 1 0 1 2 0
1 1 0 1 3 1
1 1 0 2 1 1
1 1 0 2 2 0
1 1 0 2 3 0
1 1 0 3 1 0
1 1 0 3 2 1
1 1 0 3 3 0
1 1 1 1 1 0
1 1 1 1 2 0
1 1 1 1 3 1
1 1 1 2 1 0
1 1 1 2 2 -1
1 1 1 2 3 0
1 1 1 3 1 1
1 1 1 3 2 0
1 1 1 3 3 0
1 2 0 1 1 -1
1 2 0 1 2 0
1 2 0 1 3 0
1 2 0 2 1 0
1 2 0 2 2 0
1 2 0 2 3 1
1 2 0 3 1 0
1 2 0 3 2 1
1 2 0 3 3 0
1 2 1 1 1 0
1 2 1 1 2 1
1 2 1 1 3 0
1 2 1 2 1 0
1 2 1 2 2 0
1 2 1 2 3 1
1 2 1 3 1 1
1 2 1 3 2 0
1 2 1 3 3 0
1 3 0 1 1 0
1 3 0 1 2 0
1 3 0 1 3 -1
1 3 0 2 1 -1
1 3 0 2 2 0
1 3 0 2 3 0
1 3 0 3 1 0
1 3 0 3 2 1
1 3 0 3 3 0
1 3 1 1 1 0
1 3 1 1 2 0
1 3 1 1 3 -1
1 3 1 2 1 0
1 3 1 2 2 1
1 3 1 2 3 0
1 3 1 3 1 1
1 3 1 3 2 0
1 3 1 3 3 0
2 0 0 1 1 1
2 0 0 1 2 0
2 0 0 1 3 0
2 0 0 2 1 0
2 0 0 2 2 -1
2 0 0 2 3 0
2 0 0 3 1 0
2 0 0 3 2 0
2 0 0 3 3 -1
2 0 1 1 1 0
2 0 1 1 2 -1
2 0 1 1 3 0
2 0 1 2 1 -1
2 0 1 2 2 0
2 0 1 2 3 0
2 0 1 3 1 0
2 0 1 3 2 0
2 0 1 3 3 -1
2 1 0 1 1 0
2 1 0 1 2 0
2 1 0 1 3 1
2 1 0 2 1 0
2 1 0 2 2 -1
2 1 0 2 3 0
2 1 0 3 1 1
2 1 0 3 2 0
2 1 0 3 3 0
2 1 1 1 1 0
2 1 1 1 2 0
2 1 1 1 3 1
2 1 1 2 1 -1
2 1 1 2 2 0
2 1 1 2 3 0
2 1 1 3 1 0
2 1 1 3 2 -1
2 1 1 3 3 0
2 2 0 1 1 -1
2 2 0 1 2 0
2 2 0 1 3 0
2 2 0 2 1 0
2 2 0 2 2 -1
2 2 0 2 3 0
2 2 0 3 1 0
2 2 0 3 2 0
2 2 0 3 3 1
2 2 1 1 1 0
2 2 1 1 2 1
2 2 1 1 3 0
2 2 1 2 1 -1
2 2 1 2 2 0
2 2 1 2 3 0
2 2 1 3 1 0
2 2 1 3 2 0
2 2 1 3 3 1
2 3 0 1 1 0
2 3 0 1 2 0
2 3 0 1 3 -1
2 3 0 2 1 0
2 3 0 2 2 -1
2 3 0 2 3 0
2 3 0 3 1 -1
2 3 0 3 2 0
2 3 0 3 3 0
2 3 1 1 1 0
2 3 1 1 2 0
2 3 1 1 3 -1
2 3 1 2 1 -1
2 3 1 2 2 0
2 3 1 2 3 0
2 3 1 3 1 0
2 3 1 3 2 1
2 3 1 3 3 0
3 0 0 1 1 1
3 0 0 1 2 0
3 0 0 1 3 0
3 0 0 2 1 0
3 0 0 2 2 0
3 0 0 2 3 1
3 0 0 3 1 0
3 0 0 3 2 -1
3 0 0 3 3 0
3 0 1 1 1 0
3 0 1 1 2 -1
3 0 1 1 3 0
3 0 1 2 1 0
3 0 1 2 2 0
3 0 1 2 3 1
3 0 1 3 1 -1
3 0 1 3 2 0
3 0 1 3 3 0
3 1 0 1 1 0
3 1 0 1 2 0
3 1 0 1 3 1
3 1 0 2 1 -1
3 1 0 2 2 0
3 1 0 2 3 0
3 1 0 3 1 0
3 1 0 3 2 -1
3 1 0 3 3 0
3 1 1 1 1 0
3 1 1 1 2 0
3 1 1 1 3 1
3 1 1 2 1 0
3 1 1 2 2 1
3 1 1 2 3 0
3 1 1 3 1 -1
3 1 1 3 2 0
3 1 1 3 3 0
3 2 0 1 1 -1
3 2 0 1 2 0
3 2 0 1 3 0
3 2 0 2 1 0
3 2 0 2 2 0
3 2 0 2 3 -1
3 2 0 3 1 0
3 2 0 3 2 -1
3 2 0 3 3 0
3 2 1 1 1 0
3 2 1 1 2 1
3 2 1 1 3 0
3 2 1 2 1 0
3 2 1 2 2 0
3 2 1 2 3 -1
3 2 1 3 1 -1
3 2 1 3 2 0
3 2 1 3 3 0
3 3 0 1 1 0
3 3 0 1 2 0
3 3 0 1 3 -1
3 3 0 2 1 1
3 3 0 2 2 0
3 3 0 2 3 0
3 3 0 3 1 0
3 3 0 3 2 -1
3 3 0 3 3 0
3 3 1 1 1 0
3 3 1 1 2 0
3 3 1 1 3 -1
3 3 1 2 1 0
3 3 1 2 2 -1
3 3 1 2 3 0
3 3 1 3 1 -1
3 3 1 3 2 0
3 3 1 3 3 0
;
